project_name,functional_unit,metal,production_route,recycled_content_pct,electricity_kWh_per_FU,electricity_grid_region,fuel_MJ_per_FU,fuel_type,transport_mode,transport_distance_km,process_yield_pct,end_of_life_recycle_rate_pct,product_lifetime_years,region,data_confidence
Co-proj-4036,1 tonne,Copper,primary,83,7670,CN-Grid,1822,oil,truck,642,86,71,48,India,predicted
Al-proj-4037,1 tonne,Aluminium,primary,32,5042,EU-Grid,163,oil,truck,171,91,23,32,Europe,extracted
Co-proj-4038,1 tonne,Copper,mix,30,3196,US-Grid,246,biomass,rail,1612,89,55,8,Europe,extracted
Co-proj-4039,1 tonne,Copper,secondary,47,3341,CN-Grid,919,natural_gas,rail,1763,99,45,34,China,user
Co-proj-4040,1 tonne,Copper,mix,69,3013,CN-Grid,1550,natural_gas,truck,1961,98,78,45,Europe,predicted
Co-proj-4041,1 tonne,Copper,primary,25,24778,EU-Grid,1076,oil,ship,1588,93,57,8,Europe,extracted
Al-proj-4042,1 tonne,Aluminium,secondary,22,1087,EU-Grid,1816,natural_gas,ship,1813,94,73,46,India,extracted
Co-proj-4043,1 tonne,Copper,secondary,60,3998,IN-Grid,1113,natural_gas,ship,678,87,45,15,India,user
Al-proj-4044,1 tonne,Aluminium,primary,77,3936,EU-Grid,1837,biomass,rail,57,94,89,14,Europe,predicted
Co-proj-4045,1 tonne,Copper,secondary,70,7669,CN-Grid,1025,oil,ship,1450,88,65,15,China,user
Al-proj-4046,1 tonne,Aluminium,primary,43,4015,US-Grid,87,oil,ship,1329,95,81,24,India,user
Al-proj-4047,1 tonne,Aluminium,primary,57,1711,CN-Grid,1617,coal,truck,1165,90,68,44,China,user
Al-proj-4048,1 tonne,Aluminium,primary,61,7957,US-Grid,1893,natural_gas,truck,1210,92,76,35,USA,predicted
Al-proj-4049,1 tonne,Aluminium,secondary,61,2415,IN-Grid,333,coal,rail,174,92,53,15,India,predicted
Co-proj-4050,1 tonne,Copper,secondary,58,1608,EU-Grid,1900,coal,rail,1480,92,73,48,USA,extracted
Co-proj-4051,1 tonne,Copper,secondary,27,2399,CN-Grid,474,oil,rail,956,91,36,48,China,predicted
Al-proj-4052,1 tonne,Aluminium,secondary,36,4422,US-Grid,1454,oil,rail,612,89,40,37,Europe,predicted
Al-proj-4053,1 tonne,Aluminium,secondary,69,619,CN-Grid,1073,natural_gas,ship,106,90,42,38,Europe,predicted
Co-proj-4054,1 tonne,Copper,mix,43,5907,IN-Grid,549,oil,rail,870,90,34,50,India,user
Co-proj-4055,1 tonne,Copper,primary,54,4814,US-Grid,1214,biomass,ship,772,90,33,35,India,predicted
Al-proj-4056,1 tonne,Aluminium,mix,83,3457,IN-Grid,1649,natural_gas,rail,153,91,86,8,Europe,user
Co-proj-4057,1 tonne,Copper,secondary,50,2356,IN-Grid,1809,coal,ship,1276,85,83,25,India,predicted
Co-proj-4058,1 tonne,Copper,mix,26,4442,EU-Grid,1620,biomass,ship,514,86,54,49,USA,user
Co-proj-4059,1 tonne,Copper,secondary,46,2342,IN-Grid,1611,biomass,ship,857,90,71,40,USA,user
Co-proj-4060,1 tonne,Copper,secondary,81,5160,EU-Grid,357,natural_gas,ship,1223,88,38,28,India,extracted
Al-proj-4061,1 tonne,Aluminium,secondary,83,4531,CN-Grid,371,coal,truck,1636,98,24,29,Europe,predicted
Co-proj-4062,1 tonne,Copper,primary,28,10141,CN-Grid,1024,coal,rail,1758,93,24,35,China,user
Co-proj-4063,1 tonne,Copper,secondary,67,2735,EU-Grid,1365,oil,truck,1032,92,49,32,China,predicted
Co-proj-4064,1 tonne,Copper,primary,54,9375,US-Grid,1587,coal,truck,405,92,41,17,China,predicted
Co-proj-4065,1 tonne,Copper,secondary,39,7556,EU-Grid,989,biomass,ship,1082,95,60,44,India,user
Al-proj-4066,1 tonne,Aluminium,secondary,54,2661,EU-Grid,1179,natural_gas,truck,265,95,34,35,USA,extracted
Co-proj-4067,1 tonne,Copper,primary,71,7762,CN-Grid,1153,oil,rail,1879,96,60,9,India,user
Co-proj-4068,1 tonne,Copper,secondary,42,4277,US-Grid,1042,oil,ship,1480,95,48,28,China,extracted
Co-proj-4069,1 tonne,Copper,primary,21,17893,US-Grid,1382,biomass,truck,1060,97,54,49,India,extracted
Co-proj-4070,1 tonne,Copper,secondary,39,5280,EU-Grid,903,coal,rail,1617,92,88,25,China,user
Co-proj-4071,1 tonne,Copper,primary,29,18413,IN-Grid,1722,coal,truck,241,85,89,43,USA,user
Co-proj-4072,1 tonne,Copper,secondary,65,2372,US-Grid,575,coal,ship,753,98,77,38,USA,user
Co-proj-4073,1 tonne,Copper,primary,52,14285,IN-Grid,381,coal,truck,539,99,59,43,USA,user
Co-proj-4074,1 tonne,Copper,primary,67,10022,IN-Grid,736,oil,rail,1739,91,52,16,USA,user
Al-proj-4075,1 tonne,Aluminium,secondary,55,4142,EU-Grid,610,biomass,rail,1324,93,88,26,Europe,user
Co-proj-4076,1 tonne,Copper,secondary,38,3788,US-Grid,713,oil,rail,726,98,39,39,India,predicted
Al-proj-4077,1 tonne,Aluminium,secondary,77,1677,EU-Grid,430,coal,truck,243,92,76,31,China,extracted
Al-proj-4078,1 tonne,Aluminium,primary,71,10018,EU-Grid,568,coal,rail,397,95,78,5,USA,user
Al-proj-4079,1 tonne,Aluminium,mix,40,3921,EU-Grid,168,natural_gas,rail,945,96,76,23,India,extracted
Co-proj-4080,1 tonne,Copper,secondary,38,2934,CN-Grid,1914,biomass,rail,930,99,82,7,USA,extracted
Co-proj-4081,1 tonne,Copper,mix,50,1671,US-Grid,1493,biomass,truck,1879,87,36,49,USA,predicted
Al-proj-4082,1 tonne,Aluminium,primary,30,7882,IN-Grid,641,natural_gas,truck,1830,96,56,12,Europe,user
Al-proj-4083,1 tonne,Aluminium,primary,22,9943,US-Grid,1529,oil,truck,664,90,25,17,India,extracted
Al-proj-4084,1 tonne,Aluminium,secondary,35,506,US-Grid,151,coal,rail,1170,91,77,15,India,extracted
Al-proj-4085,1 tonne,Aluminium,primary,85,1567,US-Grid,1790,coal,rail,1358,97,71,32,China,predicted
Al-proj-4086,1 tonne,Aluminium,secondary,57,3966,IN-Grid,909,natural_gas,truck,1000,91,29,45,India,predicted
Co-proj-4087,1 tonne,Copper,secondary,25,3301,IN-Grid,222,oil,truck,782,85,56,48,China,predicted
Al-proj-4088,1 tonne,Aluminium,mix,68,4666,US-Grid,485,biomass,rail,647,89,72,38,India,predicted
Co-proj-4089,1 tonne,Copper,mix,88,4621,CN-Grid,225,oil,truck,57,91,33,17,India,user
Al-proj-4090,1 tonne,Aluminium,secondary,81,3373,EU-Grid,461,oil,ship,486,87,50,17,USA,extracted
Al-proj-4091,1 tonne,Aluminium,mix,85,794,CN-Grid,536,oil,ship,1419,86,31,25,USA,predicted
Al-proj-4092,1 tonne,Aluminium,primary,73,4391,US-Grid,373,coal,rail,529,94,39,33,USA,user
Al-proj-4093,1 tonne,Aluminium,primary,57,13156,IN-Grid,561,natural_gas,truck,1990,97,77,33,Europe,extracted
Co-proj-4094,1 tonne,Copper,secondary,84,2090,IN-Grid,546,oil,ship,1660,98,49,22,USA,user
Co-proj-4095,1 tonne,Copper,primary,62,10176,US-Grid,729,natural_gas,truck,295,99,45,49,India,predicted
Co-proj-4096,1 tonne,Copper,mix,69,5046,EU-Grid,1131,coal,rail,769,88,76,41,China,user
Al-proj-4097,1 tonne,Aluminium,mix,56,4000,US-Grid,335,coal,rail,602,99,55,46,Europe,predicted
Co-proj-4098,1 tonne,Copper,primary,43,8905,EU-Grid,273,coal,truck,176,86,85,47,India,user
Al-proj-4099,1 tonne,Aluminium,mix,56,2202,US-Grid,1310,coal,ship,373,98,71,39,China,predicted
Al-proj-4100,1 tonne,Aluminium,primary,59,13930,US-Grid,1674,coal,truck,1300,99,31,35,China,user
Co-proj-4101,1 tonne,Copper,mix,37,6618,US-Grid,1874,coal,truck,1260,86,39,27,Europe,user
Al-proj-4102,1 tonne,Aluminium,mix,44,4039,CN-Grid,732,biomass,rail,1678,91,32,39,Europe,predicted
Al-proj-4103,1 tonne,Aluminium,secondary,74,1008,EU-Grid,890,biomass,ship,519,95,51,22,USA,extracted
Co-proj-4104,1 tonne,Copper,primary,49,23263,IN-Grid,1988,biomass,truck,1002,88,74,18,India,extracted
Co-proj-4105,1 tonne,Copper,secondary,40,6249,US-Grid,569,natural_gas,rail,233,99,45,16,China,extracted
Co-proj-4106,1 tonne,Copper,secondary,54,4193,IN-Grid,1360,natural_gas,ship,783,85,81,17,Europe,user
Co-proj-4107,1 tonne,Copper,primary,40,19290,EU-Grid,1727,biomass,truck,592,95,49,30,India,predicted
Co-proj-4108,1 tonne,Copper,mix,36,6755,US-Grid,775,natural_gas,truck,712,96,68,35,China,user
Co-proj-4109,1 tonne,Copper,primary,82,18266,CN-Grid,248,coal,rail,807,85,88,27,China,extracted
Co-proj-4110,1 tonne,Copper,mix,40,1034,US-Grid,739,natural_gas,truck,1688,92,43,26,Europe,extracted
Al-proj-4111,1 tonne,Aluminium,primary,58,11981,EU-Grid,1429,coal,truck,1418,86,43,31,Europe,user
Co-proj-4112,1 tonne,Copper,primary,35,13555,EU-Grid,139,natural_gas,ship,1090,98,45,5,USA,extracted
Co-proj-4113,1 tonne,Copper,primary,40,4639,CN-Grid,717,coal,rail,1571,93,85,14,Europe,user
Co-proj-4114,1 tonne,Copper,mix,83,7060,EU-Grid,825,coal,rail,896,89,37,35,India,user
Al-proj-4115,1 tonne,Aluminium,secondary,49,4315,IN-Grid,61,oil,rail,1137,85,69,20,USA,extracted
Al-proj-4116,1 tonne,Aluminium,secondary,20,1852,IN-Grid,855,natural_gas,ship,1718,94,64,15,India,extracted
Co-proj-4117,1 tonne,Copper,secondary,82,3974,US-Grid,1813,coal,truck,284,98,28,35,India,predicted
Al-proj-4118,1 tonne,Aluminium,primary,73,11061,US-Grid,364,coal,ship,735,97,25,5,USA,extracted
Al-proj-4119,1 tonne,Aluminium,mix,54,2219,EU-Grid,1042,oil,rail,137,98,42,50,Europe,predicted
Al-proj-4120,1 tonne,Aluminium,mix,43,2516,US-Grid,989,coal,truck,1735,93,41,39,USA,user
Co-proj-4121,1 tonne,Copper,mix,48,2268,EU-Grid,61,biomass,ship,231,96,63,18,USA,predicted
Co-proj-4122,1 tonne,Copper,secondary,34,3582,CN-Grid,1619,biomass,ship,1543,92,68,35,Europe,user
Co-proj-4123,1 tonne,Copper,mix,27,7991,US-Grid,779,oil,ship,195,88,72,42,China,extracted
Al-proj-4124,1 tonne,Aluminium,mix,76,4152,CN-Grid,1455,oil,ship,383,94,85,44,USA,extracted
Al-proj-4125,1 tonne,Aluminium,primary,87,1323,EU-Grid,242,coal,rail,1020,92,21,11,India,predicted
Co-proj-4126,1 tonne,Copper,secondary,68,2369,CN-Grid,1318,oil,truck,1304,92,85,46,India,predicted
Co-proj-4127,1 tonne,Copper,mix,55,4017,CN-Grid,805,coal,rail,1227,97,84,32,India,user
Co-proj-4128,1 tonne,Copper,primary,75,24429,EU-Grid,1120,coal,ship,277,88,76,5,India,predicted
Al-proj-4129,1 tonne,Aluminium,mix,63,2723,IN-Grid,779,natural_gas,rail,787,89,48,37,USA,extracted
Co-proj-4130,1 tonne,Copper,secondary,49,2087,EU-Grid,761,biomass,truck,1250,93,78,30,Europe,user
Al-proj-4131,1 tonne,Aluminium,primary,40,9672,IN-Grid,789,oil,ship,1438,90,85,24,China,extracted
Co-proj-4132,1 tonne,Copper,secondary,42,6069,IN-Grid,128,oil,truck,169,99,66,16,USA,predicted
Al-proj-4133,1 tonne,Aluminium,secondary,81,2736,CN-Grid,853,coal,truck,1286,91,60,45,Europe,extracted
Al-proj-4134,1 tonne,Aluminium,mix,81,3277,US-Grid,413,oil,truck,1002,93,58,27,India,predicted
Al-proj-4135,1 tonne,Aluminium,mix,44,4561,IN-Grid,626,coal,truck,1194,89,73,8,China,predicted
Co-proj-4136,1 tonne,Copper,secondary,69,3163,US-Grid,732,oil,rail,423,95,40,31,China,extracted
Al-proj-4137,1 tonne,Aluminium,mix,34,1191,CN-Grid,1782,coal,ship,661,98,57,9,China,predicted
Co-proj-4138,1 tonne,Copper,mix,42,935,IN-Grid,1367,biomass,rail,1879,87,43,20,India,extracted
Al-proj-4139,1 tonne,Aluminium,secondary,80,1858,CN-Grid,1496,biomass,rail,1093,96,65,9,China,user
Co-proj-4140,1 tonne,Copper,primary,67,5555,US-Grid,1822,natural_gas,truck,1871,88,95,14,Europe,user
Al-proj-4141,1 tonne,Aluminium,secondary,77,2952,IN-Grid,495,natural_gas,ship,1606,99,56,24,USA,predicted
Co-proj-4142,1 tonne,Copper,secondary,84,7603,IN-Grid,535,biomass,truck,629,86,28,28,USA,predicted
Co-proj-4143,1 tonne,Copper,mix,34,7855,CN-Grid,972,oil,ship,102,87,59,35,USA,user
Al-proj-4144,1 tonne,Aluminium,secondary,63,2084,CN-Grid,1029,natural_gas,rail,1196,90,72,15,India,extracted
Co-proj-4145,1 tonne,Copper,mix,88,2250,CN-Grid,1064,natural_gas,truck,1973,91,75,46,India,extracted
Al-proj-4146,1 tonne,Aluminium,secondary,31,4782,CN-Grid,405,biomass,ship,216,91,23,13,India,user
Co-proj-4147,1 tonne,Copper,primary,41,18564,EU-Grid,1807,biomass,rail,573,85,83,14,India,user
Al-proj-4148,1 tonne,Aluminium,primary,63,1827,US-Grid,1042,oil,rail,1666,85,66,6,China,extracted
Co-proj-4149,1 tonne,Copper,primary,34,11499,EU-Grid,1090,oil,ship,726,87,53,21,India,extracted
Al-proj-4150,1 tonne,Aluminium,primary,21,1900,EU-Grid,670,coal,rail,1809,89,85,42,Europe,extracted
Al-proj-4151,1 tonne,Aluminium,mix,57,2779,IN-Grid,1317,natural_gas,truck,1376,92,77,24,India,predicted
Co-proj-4152,1 tonne,Copper,secondary,31,1830,US-Grid,383,oil,ship,213,89,56,5,China,predicted
Al-proj-4153,1 tonne,Aluminium,primary,70,2602,CN-Grid,459,oil,rail,785,97,78,36,India,user
Al-proj-4154,1 tonne,Aluminium,primary,70,4006,EU-Grid,1191,coal,ship,726,86,21,17,Europe,extracted
Co-proj-4155,1 tonne,Copper,primary,50,19259,US-Grid,945,biomass,rail,282,92,44,41,India,predicted
Al-proj-4156,1 tonne,Aluminium,mix,81,822,CN-Grid,1447,natural_gas,truck,1274,87,60,44,China,extracted
Co-proj-4157,1 tonne,Copper,mix,77,7336,US-Grid,1364,natural_gas,rail,289,97,41,6,India,user
Co-proj-4158,1 tonne,Copper,mix,64,2938,US-Grid,524,coal,rail,930,99,73,31,China,extracted
Co-proj-4159,1 tonne,Copper,mix,60,5766,CN-Grid,249,oil,rail,378,91,33,46,Europe,user
Al-proj-4160,1 tonne,Aluminium,primary,77,8531,US-Grid,1542,biomass,truck,847,86,73,24,USA,predicted
Co-proj-4161,1 tonne,Copper,primary,55,20162,US-Grid,897,oil,truck,844,89,79,42,China,extracted
Al-proj-4162,1 tonne,Aluminium,primary,22,11534,US-Grid,962,coal,ship,1526,85,77,20,China,extracted
Co-proj-4163,1 tonne,Copper,primary,53,12553,EU-Grid,1561,oil,ship,1992,91,54,49,USA,predicted
Al-proj-4164,1 tonne,Aluminium,primary,80,13376,CN-Grid,1703,natural_gas,ship,416,99,95,19,USA,predicted
Co-proj-4165,1 tonne,Copper,primary,74,10328,CN-Grid,208,oil,ship,1016,99,79,43,China,user
Al-proj-4166,1 tonne,Aluminium,primary,71,10459,IN-Grid,721,oil,rail,1256,88,56,7,USA,predicted
Al-proj-4167,1 tonne,Aluminium,secondary,73,1786,EU-Grid,703,biomass,ship,96,96,88,50,India,predicted
Al-proj-4168,1 tonne,Aluminium,secondary,20,4555,CN-Grid,324,natural_gas,rail,812,92,60,30,Europe,extracted
Al-proj-4169,1 tonne,Aluminium,primary,84,10131,CN-Grid,569,natural_gas,ship,1757,97,68,19,Europe,extracted
Al-proj-4170,1 tonne,Aluminium,primary,40,4547,EU-Grid,918,biomass,rail,1454,96,73,31,China,predicted
Al-proj-4171,1 tonne,Aluminium,secondary,32,3934,US-Grid,1962,oil,truck,75,88,69,29,Europe,extracted
Co-proj-4172,1 tonne,Copper,mix,41,5537,CN-Grid,1629,oil,ship,211,93,90,33,Europe,predicted
Al-proj-4173,1 tonne,Aluminium,primary,55,9363,IN-Grid,310,oil,truck,469,95,34,39,Europe,predicted
Co-proj-4174,1 tonne,Copper,mix,38,3892,IN-Grid,377,oil,ship,1642,98,32,35,USA,extracted
Al-proj-4175,1 tonne,Aluminium,primary,48,13538,US-Grid,929,biomass,truck,125,97,29,32,USA,user
Al-proj-4176,1 tonne,Aluminium,secondary,59,4437,CN-Grid,353,natural_gas,rail,586,91,94,9,China,user
Al-proj-4177,1 tonne,Aluminium,secondary,55,3858,EU-Grid,1339,natural_gas,truck,1980,98,93,50,India,predicted
Co-proj-4178,1 tonne,Copper,secondary,62,7014,US-Grid,213,biomass,ship,150,87,62,33,Europe,predicted
Al-proj-4179,1 tonne,Aluminium,primary,24,5527,IN-Grid,1995,coal,ship,304,99,41,22,USA,user
Co-proj-4180,1 tonne,Copper,mix,70,1008,US-Grid,1604,coal,rail,1764,93,27,10,Europe,predicted
Co-proj-4181,1 tonne,Copper,primary,79,2825,US-Grid,1408,oil,truck,476,87,60,50,USA,user
Co-proj-4182,1 tonne,Copper,mix,87,6482,IN-Grid,992,biomass,truck,1848,86,34,37,Europe,extracted
Al-proj-4183,1 tonne,Aluminium,mix,31,4327,US-Grid,1293,natural_gas,ship,719,90,30,40,USA,extracted
Al-proj-4184,1 tonne,Aluminium,secondary,82,878,IN-Grid,1551,oil,truck,1499,91,37,10,India,predicted
Co-proj-4185,1 tonne,Copper,primary,49,24813,IN-Grid,1590,oil,truck,254,88,79,49,Europe,extracted
Co-proj-4186,1 tonne,Copper,mix,65,7920,CN-Grid,705,natural_gas,rail,770,95,89,20,Europe,user
Co-proj-4187,1 tonne,Copper,mix,59,6568,IN-Grid,1267,natural_gas,rail,88,89,32,8,USA,extracted
Co-proj-4188,1 tonne,Copper,secondary,22,4723,EU-Grid,1178,coal,ship,262,91,51,25,Europe,extracted
Al-proj-4189,1 tonne,Aluminium,primary,67,5407,EU-Grid,197,oil,rail,620,92,86,10,USA,extracted
Al-proj-4190,1 tonne,Aluminium,secondary,46,1734,IN-Grid,370,oil,truck,1955,89,33,30,USA,extracted
Al-proj-4191,1 tonne,Aluminium,mix,23,3711,CN-Grid,1359,coal,truck,601,93,28,38,Europe,user
Co-proj-4192,1 tonne,Copper,secondary,70,5220,US-Grid,87,coal,ship,1573,91,50,11,USA,extracted
Al-proj-4193,1 tonne,Aluminium,mix,35,2115,IN-Grid,1968,biomass,rail,1019,92,60,27,USA,predicted
Al-proj-4194,1 tonne,Aluminium,secondary,44,3983,CN-Grid,973,biomass,truck,702,94,34,13,Europe,predicted
Al-proj-4195,1 tonne,Aluminium,mix,86,3898,IN-Grid,1510,biomass,rail,1226,93,78,16,China,predicted
Al-proj-4196,1 tonne,Aluminium,mix,25,2388,CN-Grid,124,coal,truck,1946,91,76,16,China,predicted
Co-proj-4197,1 tonne,Copper,mix,33,7243,CN-Grid,1822,biomass,rail,1671,87,57,15,Europe,user
Al-proj-4198,1 tonne,Aluminium,primary,41,12866,IN-Grid,1484,natural_gas,ship,523,87,76,8,China,extracted
Al-proj-4199,1 tonne,Aluminium,primary,70,8233,EU-Grid,1425,coal,rail,660,98,43,9,China,extracted
Al-proj-4200,1 tonne,Aluminium,primary,56,8766,US-Grid,1649,natural_gas,rail,662,88,77,10,Europe,user
Al-proj-4201,1 tonne,Aluminium,primary,49,6198,IN-Grid,1019,natural_gas,rail,1346,95,80,35,USA,predicted
Al-proj-4202,1 tonne,Aluminium,secondary,74,3505,IN-Grid,567,oil,ship,712,98,91,49,China,user
Co-proj-4203,1 tonne,Copper,mix,84,6876,US-Grid,1364,oil,truck,892,89,29,13,USA,extracted
Co-proj-4204,1 tonne,Copper,secondary,24,3313,EU-Grid,1477,coal,rail,924,85,77,17,China,user
Co-proj-4205,1 tonne,Copper,primary,44,20676,CN-Grid,1043,coal,ship,416,95,50,45,USA,predicted
Co-proj-4206,1 tonne,Copper,mix,41,4223,EU-Grid,1479,oil,ship,733,98,72,30,China,extracted
Al-proj-4207,1 tonne,Aluminium,mix,43,3119,CN-Grid,1901,oil,truck,947,99,54,27,China,predicted
Co-proj-4208,1 tonne,Copper,mix,72,5490,IN-Grid,1728,natural_gas,ship,861,90,34,20,USA,user
Co-proj-4209,1 tonne,Copper,mix,30,2485,IN-Grid,401,coal,truck,473,94,23,33,USA,extracted
Co-proj-4210,1 tonne,Copper,primary,69,24419,IN-Grid,1320,oil,truck,2000,97,55,24,China,predicted
Al-proj-4211,1 tonne,Aluminium,primary,36,3166,US-Grid,1105,natural_gas,truck,70,93,28,40,India,user
Co-proj-4212,1 tonne,Copper,secondary,90,4537,CN-Grid,854,biomass,truck,1122,88,80,10,USA,extracted
Al-proj-4213,1 tonne,Aluminium,mix,57,1478,IN-Grid,1349,coal,ship,377,97,20,19,India,extracted
Co-proj-4214,1 tonne,Copper,mix,33,6323,IN-Grid,1468,coal,truck,1776,97,28,24,China,user
Al-proj-4215,1 tonne,Aluminium,secondary,60,1693,IN-Grid,427,biomass,truck,1561,85,38,31,USA,predicted
Al-proj-4216,1 tonne,Aluminium,primary,53,5311,EU-Grid,1548,natural_gas,rail,1913,92,62,38,India,predicted
Al-proj-4217,1 tonne,Aluminium,mix,89,1741,EU-Grid,115,natural_gas,ship,1815,95,70,10,Europe,user
Al-proj-4218,1 tonne,Aluminium,mix,67,4353,EU-Grid,1529,natural_gas,truck,915,91,93,44,USA,user
Al-proj-4219,1 tonne,Aluminium,primary,31,2078,EU-Grid,269,biomass,rail,1759,94,24,19,USA,predicted
Al-proj-4220,1 tonne,Aluminium,mix,41,2145,US-Grid,211,natural_gas,ship,1604,96,45,27,China,extracted
Co-proj-4221,1 tonne,Copper,primary,36,20684,CN-Grid,1465,coal,rail,880,85,26,49,Europe,user
Co-proj-4222,1 tonne,Copper,mix,80,1821,EU-Grid,59,biomass,truck,1582,92,83,20,India,extracted
Al-proj-4223,1 tonne,Aluminium,secondary,78,4438,US-Grid,1079,biomass,ship,1626,97,70,9,USA,predicted
Al-proj-4224,1 tonne,Aluminium,primary,73,4788,CN-Grid,985,biomass,ship,1070,88,88,39,Europe,user
Co-proj-4225,1 tonne,Copper,mix,50,2210,EU-Grid,567,coal,truck,888,86,77,14,USA,user
Al-proj-4226,1 tonne,Aluminium,mix,30,1209,EU-Grid,1316,natural_gas,rail,1448,87,64,9,Europe,user
Co-proj-4227,1 tonne,Copper,mix,54,2009,CN-Grid,1924,natural_gas,rail,1089,99,84,25,China,predicted
Al-proj-4228,1 tonne,Aluminium,primary,89,10883,CN-Grid,1342,oil,ship,175,94,81,8,India,user
Co-proj-4229,1 tonne,Copper,primary,62,20029,US-Grid,365,coal,ship,1537,88,47,18,Europe,predicted
Co-proj-4230,1 tonne,Copper,secondary,65,5889,US-Grid,1612,natural_gas,truck,125,87,92,28,USA,predicted
Co-proj-4231,1 tonne,Copper,mix,54,4620,US-Grid,351,biomass,ship,1110,92,49,26,India,predicted
Al-proj-4232,1 tonne,Aluminium,mix,36,3760,US-Grid,1592,natural_gas,truck,429,87,80,10,India,predicted
Al-proj-4233,1 tonne,Aluminium,primary,76,8422,EU-Grid,1111,coal,ship,503,90,42,39,USA,predicted
Co-proj-4234,1 tonne,Copper,mix,86,989,IN-Grid,1368,natural_gas,rail,1925,93,59,19,Europe,predicted
Co-proj-4235,1 tonne,Copper,primary,79,16601,CN-Grid,1552,coal,rail,1860,96,81,10,India,user
Al-proj-4236,1 tonne,Aluminium,primary,88,4013,EU-Grid,1004,oil,rail,1752,91,35,23,USA,extracted
Co-proj-4237,1 tonne,Copper,secondary,41,7156,CN-Grid,1186,coal,rail,1974,91,77,32,China,predicted
Co-proj-4238,1 tonne,Copper,primary,52,23270,US-Grid,1333,natural_gas,rail,302,98,74,18,China,predicted
Al-proj-4239,1 tonne,Aluminium,mix,37,573,CN-Grid,1135,oil,truck,856,97,44,27,China,user
Co-proj-4240,1 tonne,Copper,secondary,45,4519,EU-Grid,1128,natural_gas,truck,1002,96,63,22,USA,predicted
Co-proj-4241,1 tonne,Copper,secondary,73,4330,CN-Grid,1246,natural_gas,rail,1826,86,65,37,China,extracted
Co-proj-4242,1 tonne,Copper,primary,21,2432,CN-Grid,1579,coal,ship,561,95,39,46,India,predicted
Co-proj-4243,1 tonne,Copper,primary,41,13739,CN-Grid,1107,natural_gas,rail,981,89,24,35,India,extracted
Al-proj-4244,1 tonne,Aluminium,secondary,34,3234,US-Grid,364,coal,rail,1737,91,29,22,USA,user
Co-proj-4245,1 tonne,Copper,secondary,85,5242,EU-Grid,1071,natural_gas,ship,1803,89,85,46,USA,user
Al-proj-4246,1 tonne,Aluminium,primary,22,7838,US-Grid,587,coal,ship,1002,97,47,17,China,extracted
Al-proj-4247,1 tonne,Aluminium,secondary,55,1177,EU-Grid,1591,natural_gas,ship,354,89,57,30,China,predicted
Al-proj-4248,1 tonne,Aluminium,secondary,50,1007,EU-Grid,615,biomass,ship,1700,92,67,29,India,predicted
Al-proj-4249,1 tonne,Aluminium,primary,23,7455,EU-Grid,273,biomass,truck,245,99,89,22,India,predicted
Co-proj-4250,1 tonne,Copper,secondary,29,6699,EU-Grid,395,biomass,ship,1122,89,61,47,Europe,extracted
Co-proj-4251,1 tonne,Copper,primary,83,22883,EU-Grid,1815,oil,ship,720,99,75,18,India,predicted
Al-proj-4252,1 tonne,Aluminium,mix,58,1176,EU-Grid,1355,natural_gas,rail,1452,91,91,13,Europe,user
Co-proj-4253,1 tonne,Copper,secondary,44,3934,EU-Grid,1348,natural_gas,rail,1161,85,45,16,Europe,predicted
Al-proj-4254,1 tonne,Aluminium,secondary,25,877,US-Grid,756,biomass,ship,1379,98,59,6,China,extracted
Co-proj-4255,1 tonne,Copper,secondary,57,1321,EU-Grid,1029,natural_gas,rail,1619,99,33,39,India,predicted
Al-proj-4256,1 tonne,Aluminium,primary,70,3178,EU-Grid,395,biomass,rail,226,96,34,37,India,user
Al-proj-4257,1 tonne,Aluminium,secondary,47,3780,IN-Grid,471,biomass,ship,664,85,76,19,China,predicted
Al-proj-4258,1 tonne,Aluminium,secondary,50,2853,IN-Grid,577,natural_gas,truck,397,92,23,11,India,user
Al-proj-4259,1 tonne,Aluminium,mix,68,808,IN-Grid,602,natural_gas,ship,1418,89,54,47,China,extracted
Co-proj-4260,1 tonne,Copper,mix,37,4597,US-Grid,1910,coal,ship,872,98,32,9,USA,predicted
Al-proj-4261,1 tonne,Aluminium,mix,42,4584,IN-Grid,642,coal,rail,1517,89,58,5,USA,predicted
Co-proj-4262,1 tonne,Copper,mix,85,2652,US-Grid,480,coal,truck,381,96,38,30,China,predicted
Al-proj-4263,1 tonne,Aluminium,mix,68,2086,IN-Grid,1650,natural_gas,truck,125,86,63,17,Europe,extracted
Al-proj-4264,1 tonne,Aluminium,primary,65,10974,EU-Grid,1708,coal,ship,246,92,68,29,China,user
Co-proj-4265,1 tonne,Copper,mix,59,4822,IN-Grid,284,natural_gas,ship,1117,93,54,43,China,user
Co-proj-4266,1 tonne,Copper,primary,59,10946,CN-Grid,1771,oil,truck,1681,97,47,17,Europe,predicted
Al-proj-4267,1 tonne,Aluminium,mix,42,3620,EU-Grid,950,natural_gas,rail,1881,90,48,14,Europe,predicted
Al-proj-4268,1 tonne,Aluminium,primary,82,12892,US-Grid,1674,natural_gas,truck,1127,91,35,22,India,user
Co-proj-4269,1 tonne,Copper,mix,63,5921,US-Grid,1390,biomass,rail,1040,85,30,41,China,user
